Serial No , Queue No , Type , Length , Speed , Arrival , Depart, Service , Wait 
2804,2,large,13,5,13300,0,0,0
2805,2,small,4,16,13300,0,0,0
2806,2,large,16,8,13300,0,0,0
2807,2,medium,8,14,13300,0,0,0
2808,2,medium,8,12,13300,0,0,0
2809,2,medium,9,12,13300,0,0,0
2810,3,large,13,9,13300,0,0,0
2811,3,small,3,17,13300,0,0,0
2812,3,medium,8,11,13300,0,0,0
2813,3,large,15,9,13300,0,0,0
2814,3,small,3,16,13300,0,0,0
2815,3,large,12,7,13300,0,0,0
2816,3,large,13,9,13300,0,0,0
2817,3,small,3,16,13300,0,0,0
2818,1,small,4,19,13400,0,0,0
2819,1,small,4,19,13400,0,0,0
2820,1,medium,7,12,13400,0,0,0
2821,1,small,4,17,13400,0,0,0
2822,1,large,15,8,13400,0,0,0
2823,1,medium,9,11,13400,0,0,0
2824,1,large,13,9,13400,0,0,0
2825,1,small,3,15,13400,0,0,0
2826,2,small,3,18,13400,0,0,0
2827,2,large,14,8,13400,0,0,0
2828,2,large,12,8,13400,0,0,0
2829,2,small,4,17,13400,0,0,0
2830,2,medium,8,11,13400,0,0,0
2831,2,small,4,19,13400,0,0,0
2832,2,large,12,5,13400,0,0,0
2833,3,large,12,9,13400,0,0,0
2834,3,medium,7,14,13400,0,0,0
2835,3,medium,9,10,13400,0,0,0
2836,3,small,4,18,13400,0,0,0
2837,3,medium,8,11,13400,0,0,0
2838,3,small,4,17,13400,0,0,0
2839,3,medium,8,12,13400,0,0,0
2840,3,small,3,18,13400,0,0,0
2841,1,small,4,15,13500,0,0,0
2842,1,large,13,7,13500,0,0,0
2843,1,large,14,7,13500,0,0,0
2844,1,medium,7,14,13500,0,0,0
2845,1,small,4,19,13500,0,0,0
2846,1,large,15,6,13500,0,0,0
2847,1,medium,7,12,13500,0,0,0
2848,1,medium,7,12,13500,0,0,0
2849,2,large,16,5,13500,0,0,0
2850,2,medium,8,11,13500,0,0,0
2851,2,small,4,17,13500,0,0,0
2852,2,medium,7,13,13500,0,0,0
2853,2,medium,7,12,13500,0,0,0
2854,2,medium,7,13,13500,0,0,0
2855,3,medium,9,10,13500,0,0,0
2856,3,medium,8,10,13500,0,0,0
2857,3,small,3,18,13500,0,0,0
2858,3,medium,9,12,13500,0,0,0
2859,3,small,3,18,13500,0,0,0
2860,3,small,3,15,13500,0,0,0
2861,1,large,13,6,13600,0,0,0
2862,1,small,4,15,13600,0,0,0
2863,1,large,13,8,13600,0,0,0
2864,1,medium,8,14,13600,0,0,0
2865,1,medium,7,12,13600,0,0,0
2866,1,small,3,19,13600,0,0,0
2867,1,small,3,15,13600,0,0,0
2868,2,large,16,7,13600,0,0,0
2869,2,large,12,8,13600,0,0,0
2870,2,medium,9,10,13600,0,0,0
2871,2,medium,8,11,13600,0,0,0
2872,2,large,14,8,13600,0,0,0
2873,2,small,3,18,13600,0,0,0
2874,2,large,12,6,13600,0,0,0
2875,2,large,15,6,13600,0,0,0
2876,3,large,13,6,13600,0,0,0
2877,3,large,16,8,13600,0,0,0
2878,3,large,15,6,13600,0,0,0
2879,3,medium,8,14,13600,0,0,0
2880,3,small,3,15,13600,0,0,0
2881,3,medium,8,12,13600,0,0,0
2882,3,large,14,9,13600,0,0,0
2883,3,medium,9,10,13600,0,0,0
2884,1,small,4,18,13700,0,0,0
2885,1,small,4,19,13700,0,0,0
2886,1,large,15,6,13700,0,0,0
2887,1,medium,8,13,13700,0,0,0
2888,1,large,13,8,13700,0,0,0
2889,1,small,3,16,13700,0,0,0
2890,2,small,4,18,13700,0,0,0
2891,2,small,4,19,13700,0,0,0
2892,2,small,3,18,13700,0,0,0
2893,2,medium,7,13,13700,0,0,0
2894,2,large,15,7,13700,0,0,0
2895,2,large,15,5,13700,0,0,0
2896,2,medium,8,13,13700,0,0,0
2897,3,small,4,17,13700,0,0,0
2898,3,small,4,17,13700,0,0,0
2899,3,medium,9,14,13700,0,0,0
2900,3,medium,7,13,13700,0,0,0
2901,3,small,4,18,13700,0,0,0
2902,3,medium,7,13,13700,0,0,0
2903,1,large,13,8,13800,0,0,0
2904,1,small,4,16,13800,0,0,0
2905,1,small,3,19,13800,0,0,0
2906,1,medium,9,12,13800,0,0,0
2907,1,small,3,16,13800,0,0,0
2908,1,large,13,9,13800,0,0,0
2909,1,medium,8,11,13800,0,0,0
2910,2,medium,7,10,13800,0,0,0
2911,2,large,13,6,13800,0,0,0
2912,2,medium,9,13,13800,0,0,0
2913,2,medium,8,10,13800,0,0,0
2914,2,large,15,8,13800,0,0,0
2915,2,large,15,8,13800,0,0,0
2916,3,medium,9,14,13800,0,0,0
2917,3,medium,8,13,13800,0,0,0
2918,3,small,3,16,13800,0,0,0
2919,3,small,3,18,13800,0,0,0
2920,3,medium,9,12,13800,0,0,0
2921,3,large,12,7,13800,0,0,0
2922,3,large,15,9,13800,0,0,0
2923,3,medium,8,12,13800,0,0,0
2924,1,medium,8,13,13900,0,0,0
2925,1,small,4,17,13900,0,0,0
2926,1,small,3,15,13900,0,0,0
2927,1,medium,9,14,13900,0,0,0
2928,1,medium,9,11,13900,0,0,0
2929,1,small,4,16,13900,0,0,0
2930,1,large,13,6,13900,0,0,0
2931,2,large,16,9,13900,0,0,0
2932,2,large,13,6,13900,0,0,0
2933,2,medium,8,13,13900,0,0,0
2934,2,large,12,8,13900,0,0,0
2935,2,large,16,7,13900,0,0,0
2936,2,large,15,8,13900,0,0,0
2937,2,medium,9,13,13900,0,0,0
2938,3,medium,7,11,13900,0,0,0
2939,3,medium,8,11,13900,0,0,0
2940,3,large,14,5,13900,0,0,0
2941,3,large,16,8,13900,0,0,0
2942,3,medium,8,12,13900,0,0,0
2943,3,small,3,16,13900,0,0,0
2944,3,large,15,5,13900,0,0,0
2945,3,large,16,7,13900,0,0,0
2946,1,medium,8,13,14000,0,0,0
2947,1,medium,9,11,14000,0,0,0
2948,1,small,4,18,14000,0,0,0
2949,1,medium,9,12,14000,0,0,0
2950,1,medium,8,11,14000,0,0,0
2951,1,medium,7,11,14000,0,0,0
2952,1,medium,9,13,14000,0,0,0
2953,1,large,14,5,14000,0,0,0
2954,2,small,3,18,14000,0,0,0
2955,2,medium,7,12,14000,0,0,0
2956,2,small,4,15,14000,0,0,0
2957,2,large,12,9,14000,0,0,0
2958,2,large,14,9,14000,0,0,0
2959,2,large,12,6,14000,0,0,0
2960,2,medium,7,11,14000,0,0,0
2961,2,small,3,19,14000,0,0,0
2962,3,large,15,7,14000,0,0,0
2963,3,small,4,19,14000,0,0,0
2964,3,large,16,6,14000,0,0,0
2965,3,large,14,8,14000,0,0,0
2966,3,large,16,9,14000,0,0,0
2967,3,small,3,19,14000,0,0,0
2968,3,large,13,5,14000,0,0,0
2969,1,medium,9,13,14100,0,0,0
2970,1,small,4,18,14100,0,0,0
2971,1,small,4,19,14100,0,0,0
2972,1,medium,8,10,14100,0,0,0
2973,1,large,13,9,14100,0,0,0
2974,1,small,4,17,14100,0,0,0
2975,1,medium,7,13,14100,0,0,0
2976,1,large,12,9,14100,0,0,0
2977,2,small,3,19,14100,0,0,0
2978,2,small,3,16,14100,0,0,0
2979,2,large,16,5,14100,0,0,0
2980,2,large,12,9,14100,0,0,0
2981,2,small,4,16,14100,0,0,0
2982,2,large,14,9,14100,0,0,0
2983,2,medium,9,10,14100,0,0,0
2984,2,small,4,17,14100,0,0,0
2985,3,large,16,6,14100,0,0,0
2986,3,small,4,18,14100,0,0,0
2987,3,large,12,8,14100,0,0,0
2988,3,small,3,19,14100,0,0,0
2989,3,medium,7,11,14100,0,0,0
2990,3,medium,8,14,14100,0,0,0
2991,3,large,13,9,14100,0,0,0
2992,1,large,15,5,14200,0,0,0
2993,1,large,15,5,14200,0,0,0
2994,1,small,3,16,14200,0,0,0
2995,1,small,4,16,14200,0,0,0
2996,1,small,4,18,14200,0,0,0
2997,1,small,3,15,14200,0,0,0
2998,1,medium,9,12,14200,0,0,0
2999,2,small,3,15,14200,0,0,0
3000,2,small,4,15,14200,0,0,0
3001,2,large,12,6,14200,0,0,0
3002,2,small,3,16,14200,0,0,0
3003,2,medium,8,11,14200,0,0,0
3004,2,medium,7,11,14200,0,0,0
3005,2,large,12,8,14200,0,0,0
3006,3,small,3,18,14200,0,0,0
3007,3,large,16,7,14200,0,0,0
3008,3,medium,7,11,14200,0,0,0
3009,3,medium,8,14,14200,0,0,0
3010,3,large,14,5,14200,0,0,0
3011,3,medium,8,12,14200,0,0,0
3012,1,large,14,5,14300,0,0,0
3013,1,large,13,5,14300,0,0,0
3014,1,large,13,5,14300,0,0,0
3015,1,large,13,7,14300,0,0,0
3016,1,small,3,19,14300,0,0,0
3017,1,medium,8,11,14300,0,0,0
3018,1,medium,9,12,14300,0,0,0
3019,1,medium,9,14,14300,0,0,0
3020,2,small,4,15,14300,0,0,0
3021,2,large,13,7,14300,0,0,0
3022,2,medium,8,14,14300,0,0,0
3023,2,medium,8,13,14300,0,0,0
3024,2,medium,8,10,14300,0,0,0
3025,2,small,4,15,14300,0,0,0
3026,2,medium,9,12,14300,0,0,0
3027,3,medium,8,13,14300,0,0,0
3028,3,small,4,19,14300,0,0,0
3029,3,large,15,6,14300,0,0,0
3030,3,large,12,6,14300,0,0,0
3031,3,medium,9,14,14300,0,0,0
3032,3,medium,9,10,14300,0,0,0
3033,1,medium,9,11,14400,0,0,0
3034,1,small,4,15,14400,0,0,0
3035,1,large,15,6,14400,0,0,0
3036,1,medium,8,11,14400,0,0,0
3037,1,large,14,5,14400,0,0,0
3038,1,medium,8,14,14400,0,0,0
3039,2,medium,9,11,14400,0,0,0
3040,2,medium,9,11,14400,0,0,0
3041,2,medium,9,13,14400,0,0,0
3042,2,large,16,9,14400,0,0,0
3043,2,medium,7,13,14400,0,0,0
3044,2,large,16,6,14400,0,0,0
3045,2,small,4,16,14400,0,0,0
3046,2,large,16,5,14400,0,0,0
3047,3,small,4,16,14400,0,0,0
3048,3,large,15,9,14400,0,0,0
3049,3,medium,8,10,14400,0,0,0
3050,3,small,4,17,14400,0,0,0
3051,3,small,4,15,14400,0,0,0
3052,3,large,16,5,14400,0,0,0
3053,1,medium,9,13,14500,0,0,0
3054,1,small,4,17,14500,0,0,0
3055,1,small,3,19,14500,0,0,0
3056,1,large,15,9,14500,0,0,0
3057,1,medium,7,12,14500,0,0,0
3058,1,large,16,8,14500,0,0,0
3059,2,medium,9,11,14500,0,0,0
3060,2,medium,8,14,14500,0,0,0
3061,2,large,15,9,14500,0,0,0
3062,2,small,3,19,14500,0,0,0
3063,2,small,4,16,14500,0,0,0
3064,2,large,16,9,14500,0,0,0
3065,2,small,4,18,14500,0,0,0
3066,3,large,12,8,14500,0,0,0
3067,3,medium,7,11,14500,0,0,0
3068,3,large,13,7,14500,0,0,0
3069,3,small,3,19,14500,0,0,0
3070,3,medium,9,12,14500,0,0,0
3071,3,medium,8,13,14500,0,0,0
3072,3,large,14,8,14500,0,0,0
3073,1,medium,9,12,14600,0,0,0
3074,1,medium,7,14,14600,0,0,0
3075,1,large,15,6,14600,0,0,0
3076,1,large,14,6,14600,0,0,0
3077,1,large,12,9,14600,0,0,0
3078,1,small,3,19,14600,0,0,0
3079,2,medium,8,12,14600,0,0,0
3080,2,small,4,17,14600,0,0,0
3081,2,medium,8,11,14600,0,0,0
3082,2,medium,8,12,14600,0,0,0
3083,2,small,4,15,14600,0,0,0
3084,2,medium,7,12,14600,0,0,0
3085,3,small,3,18,14600,0,0,0
3086,3,small,4,18,14600,0,0,0
3087,3,medium,8,12,14600,0,0,0
3088,3,large,16,9,14600,0,0,0
3089,3,medium,8,13,14600,0,0,0
3090,3,large,13,6,14600,0,0,0
3091,1,small,4,17,14700,0,0,0
3092,1,small,4,19,14700,0,0,0
3093,1,medium,7,10,14700,0,0,0
3094,1,small,4,15,14700,0,0,0
3095,1,medium,8,12,14700,0,0,0
3096,1,large,13,6,14700,0,0,0
3097,1,large,12,5,14700,0,0,0
3098,1,large,16,7,14700,0,0,0
3099,2,medium,7,14,14700,0,0,0
3100,2,small,4,15,14700,0,0,0
3101,2,small,3,17,14700,0,0,0
3102,2,medium,8,10,14700,0,0,0
3103,2,large,13,7,14700,0,0,0
3104,2,large,14,9,14700,0,0,0
3105,2,small,3,19,14700,0,0,0
3106,2,large,15,6,14700,0,0,0
3107,3,large,13,5,14700,0,0,0
3108,3,large,15,7,14700,0,0,0
3109,3,medium,8,12,14700,0,0,0
3110,3,large,13,9,14700,0,0,0
3111,3,medium,7,12,14700,0,0,0
3112,3,medium,9,13,14700,0,0,0
3113,3,small,4,17,14700,0,0,0
3114,3,small,4,16,14700,0,0,0
3115,1,large,15,9,14800,0,0,0
3116,1,large,12,5,14800,0,0,0
3117,1,large,12,8,14800,0,0,0
3118,1,large,14,7,14800,0,0,0
3119,1,small,4,16,14800,0,0,0
3120,1,large,13,5,14800,0,0,0
3121,2,medium,7,12,14800,0,0,0
3122,2,medium,9,10,14800,0,0,0
3123,2,medium,8,13,14800,0,0,0
3124,2,small,4,18,14800,0,0,0
3125,2,large,16,5,14800,0,0,0
3126,2,large,13,5,14800,0,0,0
3127,2,small,4,18,14800,0,0,0
3128,3,large,13,7,14800,0,0,0
3129,3,small,4,18,14800,0,0,0
3130,3,large,13,8,14800,0,0,0
3131,3,large,15,6,14800,0,0,0
3132,3,large,13,8,14800,0,0,0
3133,3,medium,7,10,14800,0,0,0
3134,3,large,15,5,14800,0,0,0
3135,3,medium,8,13,14800,0,0,0
3136,1,large,13,6,14900,0,0,0
3137,1,medium,8,12,14900,0,0,0
3138,1,large,15,6,14900,0,0,0
3139,1,medium,7,14,14900,0,0,0
3140,1,large,14,6,14900,0,0,0
3141,1,small,3,16,14900,0,0,0
3142,2,small,3,17,14900,0,0,0
3143,2,small,4,17,14900,0,0,0
3144,2,large,16,7,14900,0,0,0
3145,2,medium,9,13,14900,0,0,0
3146,2,medium,8,12,14900,0,0,0
3147,2,small,3,15,14900,0,0,0
3148,2,large,13,8,14900,0,0,0
3149,3,medium,7,11,14900,0,0,0
3150,3,small,3,17,14900,0,0,0
3151,3,large,15,8,14900,0,0,0
3152,3,large,12,6,14900,0,0,0
3153,3,small,3,15,14900,0,0,0
3154,3,medium,8,13,14900,0,0,0
3155,3,small,3,17,14900,0,0,0
3156,3,small,3,17,14900,0,0,0
3157,1,small,3,17,15000,0,0,0
3158,1,medium,9,12,15000,0,0,0
3159,1,large,15,9,15000,0,0,0
3160,1,medium,7,13,15000,0,0,0
3161,1,small,3,16,15000,0,0,0
3162,1,small,4,19,15000,0,0,0
3163,1,large,12,6,15000,0,0,0
3164,1,medium,9,14,15000,0,0,0
3165,2,large,15,7,15000,0,0,0
3166,2,large,15,9,15000,0,0,0
3167,2,large,13,6,15000,0,0,0
3168,2,medium,9,10,15000,0,0,0
3169,2,small,4,17,15000,0,0,0
3170,2,small,4,19,15000,0,0,0
3171,3,small,4,15,15000,0,0,0
3172,3,small,4,15,15000,0,0,0
3173,3,large,13,7,15000,0,0,0
3174,3,large,15,5,15000,0,0,0
3175,3,small,4,17,15000,0,0,0
3176,3,small,4,18,15000,0,0,0
3177,3,small,4,19,15000,0,0,0
3178,1,medium,9,10,15100,0,0,0
3179,1,medium,7,14,15100,0,0,0
3180,1,medium,9,12,15100,0,0,0
3181,1,large,13,9,15100,0,0,0
3182,1,large,16,5,15100,0,0,0
3183,1,small,3,16,15100,0,0,0
3184,1,large,15,7,15100,0,0,0
3185,1,small,3,17,15100,0,0,0
3186,2,small,3,18,15100,0,0,0
3187,2,large,15,7,15100,0,0,0
3188,2,medium,8,12,15100,0,0,0
3189,2,large,15,6,15100,0,0,0
3190,2,large,15,6,15100,0,0,0
3191,2,small,4,19,15100,0,0,0
3192,2,small,4,17,15100,0,0,0
3193,3,small,3,18,15100,0,0,0
3194,3,small,4,15,15100,0,0,0
3195,3,large,13,9,15100,0,0,0
3196,3,large,12,5,15100,0,0,0
3197,3,small,3,15,15100,0,0,0
3198,3,medium,8,11,15100,0,0,0
3199,1,medium,8,14,15200,0,0,0
3200,1,small,4,18,15200,0,0,0
3201,1,medium,9,11,15200,0,0,0
3202,1,large,14,9,15200,0,0,0
3203,1,large,15,7,15200,0,0,0
3204,1,large,14,7,15200,0,0,0
3205,2,medium,9,13,15200,0,0,0
3206,2,small,3,18,15200,0,0,0
3207,2,large,12,9,15200,0,0,0
3208,2,large,15,8,15200,0,0,0
3209,2,medium,8,13,15200,0,0,0
3210,2,small,3,16,15200,0,0,0
3211,2,medium,9,13,15200,0,0,0
3212,2,large,14,5,15200,0,0,0
3213,3,large,16,6,15200,0,0,0
3214,3,large,13,5,15200,0,0,0
3215,3,large,13,9,15200,0,0,0
3216,3,large,13,8,15200,0,0,0
3217,3,small,4,16,15200,0,0,0
3218,3,small,4,19,15200,0,0,0
3219,1,small,4,17,15300,0,0,0
3220,1,large,16,8,15300,0,0,0
3221,1,large,12,8,15300,0,0,0
3222,1,medium,9,14,15300,0,0,0
3223,1,small,4,19,15300,0,0,0
3224,1,medium,7,11,15300,0,0,0
3225,1,medium,7,14,15300,0,0,0
3226,2,small,3,17,15300,0,0,0
3227,2,small,3,16,15300,0,0,0
3228,2,medium,9,13,15300,0,0,0
3229,2,small,4,15,15300,0,0,0
3230,2,small,4,18,15300,0,0,0
3231,2,small,3,16,15300,0,0,0
3232,3,large,15,7,15300,0,0,0
3233,3,small,3,16,15300,0,0,0
3234,3,large,16,6,15300,0,0,0
3235,3,medium,8,10,15300,0,0,0
3236,3,small,3,16,15300,0,0,0
3237,3,medium,9,14,15300,0,0,0
3238,3,medium,9,13,15300,0,0,0
3239,1,large,15,9,15400,0,0,0
3240,1,large,12,8,15400,0,0,0
3241,1,large,16,9,15400,0,0,0
3242,1,large,12,8,15400,0,0,0
3243,1,medium,8,12,15400,0,0,0
3244,1,large,13,7,15400,0,0,0
3245,1,medium,7,14,15400,0,0,0
3246,2,medium,7,11,15400,0,0,0
3247,2,medium,7,12,15400,0,0,0
3248,2,large,15,6,15400,0,0,0
3249,2,medium,9,13,15400,0,0,0
3250,2,medium,8,10,15400,0,0,0
3251,2,small,4,15,15400,0,0,0
3252,2,large,16,8,15400,0,0,0
3253,3,large,15,8,15400,0,0,0
3254,3,large,12,7,15400,0,0,0
3255,3,medium,9,10,15400,0,0,0
3256,3,small,4,16,15400,0,0,0
3257,3,large,16,6,15400,0,0,0
3258,3,small,3,19,15400,0,0,0
3259,1,large,16,8,15500,0,0,0
3260,1,small,4,15,15500,0,0,0
3261,1,large,12,7,15500,0,0,0
3262,1,small,4,17,15500,0,0,0
3263,1,large,14,5,15500,0,0,0
3264,1,large,14,8,15500,0,0,0
3265,1,small,3,15,15500,0,0,0
3266,2,medium,8,10,15500,0,0,0
3267,2,medium,9,12,15500,0,0,0
3268,2,medium,7,13,15500,0,0,0
3269,2,small,3,17,15500,0,0,0
3270,2,small,4,18,15500,0,0,0
3271,2,small,3,16,15500,0,0,0
3272,2,medium,8,12,15500,0,0,0
3273,2,medium,9,11,15500,0,0,0
3274,3,small,3,17,15500,0,0,0
3275,3,medium,9,11,15500,0,0,0
3276,3,medium,8,10,15500,0,0,0
3277,3,medium,8,13,15500,0,0,0
3278,3,medium,9,13,15500,0,0,0
3279,3,medium,9,13,15500,0,0,0
3280,3,medium,8,10,15500,0,0,0
3281,1,large,14,7,15600,0,0,0
3282,1,small,3,19,15600,0,0,0
3283,1,small,4,19,15600,0,0,0
3284,1,medium,9,14,15600,0,0,0
3285,1,large,16,6,15600,0,0,0
3286,1,large,12,5,15600,0,0,0
3287,1,large,13,9,15600,0,0,0
3288,2,large,14,7,15600,0,0,0
3289,2,large,13,5,15600,0,0,0
3290,2,medium,8,10,15600,0,0,0
3291,2,small,4,16,15600,0,0,0
3292,2,large,13,7,15600,0,0,0
3293,2,large,15,6,15600,0,0,0
3294,2,medium,9,13,15600,0,0,0
3295,3,small,4,15,15600,0,0,0
3296,3,small,4,16,15600,0,0,0
3297,3,small,4,19,15600,0,0,0
3298,3,medium,8,11,15600,0,0,0
3299,3,medium,7,13,15600,0,0,0
3300,3,medium,7,12,15600,0,0,0
3301,3,medium,8,11,15600,0,0,0
3302,1,small,4,15,15700,0,0,0
3303,1,medium,8,11,15700,0,0,0
3304,1,large,13,7,15700,0,0,0
3305,1,small,4,16,15700,0,0,0
3306,1,medium,8,13,15700,0,0,0
3307,1,medium,8,14,15700,0,0,0
3308,1,small,3,18,15700,0,0,0
3309,2,small,4,17,15700,0,0,0
3310,2,large,14,9,15700,0,0,0
3311,2,small,3,16,15700,0,0,0
3312,2,small,3,19,15700,0,0,0
3313,2,medium,9,14,15700,0,0,0
3314,2,large,15,8,15700,0,0,0
3315,3,small,3,17,15700,0,0,0
3316,3,large,15,5,15700,0,0,0
3317,3,small,3,17,15700,0,0,0
3318,3,large,14,8,15700,0,0,0
3319,3,medium,7,11,15700,0,0,0
3320,3,small,3,16,15700,0,0,0
3321,1,medium,9,11,15800,0,0,0
3322,1,small,3,17,15800,0,0,0
3323,1,small,3,18,15800,0,0,0
3324,1,medium,8,13,15800,0,0,0
3325,1,small,3,19,15800,0,0,0
3326,1,small,4,15,15800,0,0,0
3327,2,large,13,7,15800,0,0,0
3328,2,small,4,18,15800,0,0,0
3329,2,small,4,16,15800,0,0,0
3330,2,medium,9,14,15800,0,0,0
3331,2,medium,7,12,15800,0,0,0
3332,2,small,3,17,15800,0,0,0
3333,3,large,15,5,15800,0,0,0
3334,3,large,12,7,15800,0,0,0
3335,3,medium,9,11,15800,0,0,0
3336,3,small,3,18,15800,0,0,0
3337,3,small,3,16,15800,0,0,0
3338,3,medium,9,14,15800,0,0,0
3339,3,large,15,8,15800,0,0,0
3340,1,large,14,5,15900,0,0,0
3341,1,large,12,5,15900,0,0,0
3342,1,large,16,9,15900,0,0,0
3343,1,medium,8,13,15900,0,0,0
3344,1,medium,7,13,15900,0,0,0
3345,1,small,3,17,15900,0,0,0
3346,2,small,3,18,15900,0,0,0
3347,2,small,3,15,15900,0,0,0
3348,2,medium,8,14,15900,0,0,0
3349,2,large,14,7,15900,0,0,0
3350,2,large,14,8,15900,0,0,0
3351,2,large,12,6,15900,0,0,0
3352,2,medium,7,13,15900,0,0,0
3353,2,large,13,6,15900,0,0,0
3354,3,small,3,17,15900,0,0,0
3355,3,large,16,7,15900,0,0,0
3356,3,large,15,7,15900,0,0,0
3357,3,small,3,16,15900,0,0,0
3358,3,large,14,9,15900,0,0,0
3359,3,medium,8,12,15900,0,0,0
3360,3,large,16,5,15900,0,0,0
3361,1,large,14,9,16000,0,0,0
3362,1,large,15,6,16000,0,0,0
3363,1,large,14,7,16000,0,0,0
3364,1,small,4,16,16000,0,0,0
3365,1,medium,7,10,16000,0,0,0
3366,1,small,4,18,16000,0,0,0
3367,2,small,3,15,16000,0,0,0
3368,2,large,15,6,16000,0,0,0
3369,2,small,3,19,16000,0,0,0
3370,2,large,13,9,16000,0,0,0
3371,2,medium,7,10,16000,0,0,0
3372,2,medium,7,11,16000,0,0,0
3373,2,large,15,9,16000,0,0,0
3374,2,small,3,15,16000,0,0,0
3375,3,small,3,19,16000,0,0,0
3376,3,small,4,15,16000,0,0,0
3377,3,medium,9,14,16000,0,0,0
3378,3,large,15,5,16000,0,0,0
3379,3,small,3,18,16000,0,0,0
3380,3,small,4,17,16000,0,0,0
3381,1,large,13,7,16100,0,0,0
3382,1,large,13,8,16100,0,0,0
3383,1,medium,9,10,16100,0,0,0
3384,1,large,15,9,16100,0,0,0
3385,1,small,4,17,16100,0,0,0
3386,1,small,4,19,16100,0,0,0
3387,2,medium,7,11,16100,0,0,0
3388,2,small,4,16,16100,0,0,0
3389,2,large,12,8,16100,0,0,0
3390,2,small,4,17,16100,0,0,0
3391,2,medium,8,11,16100,0,0,0
3392,2,small,4,17,16100,0,0,0
3393,2,large,15,6,16100,0,0,0
3394,2,small,4,15,16100,0,0,0
3395,3,large,16,8,16100,0,0,0
3396,3,small,3,17,16100,0,0,0
3397,3,medium,8,12,16100,0,0,0
3398,3,medium,7,14,16100,0,0,0
3399,3,small,3,18,16100,0,0,0
3400,3,large,12,8,16100,0,0,0
3401,3,medium,8,13,16100,0,0,0
3402,3,small,3,18,16100,0,0,0
3403,1,large,14,6,16200,0,0,0
3404,1,large,14,7,16200,0,0,0
3405,1,small,3,18,16200,0,0,0
3406,1,medium,8,11,16200,0,0,0
3407,1,large,15,5,16200,0,0,0
3408,1,small,4,18,16200,0,0,0
3409,1,large,12,8,16200,0,0,0
3410,1,medium,9,13,16200,0,0,0
3411,2,small,4,19,16200,0,0,0
3412,2,large,13,6,16200,0,0,0
3413,2,large,13,8,16200,0,0,0
3414,2,small,3,15,16200,0,0,0
3415,2,small,4,17,16200,0,0,0
3416,2,large,14,8,16200,0,0,0
3417,2,large,13,5,16200,0,0,0
3418,2,medium,8,10,16200,0,0,0
3419,3,medium,9,11,16200,0,0,0
3420,3,small,4,15,16200,0,0,0
3421,3,large,14,5,16200,0,0,0
3422,3,small,4,18,16200,0,0,0
3423,3,small,3,15,16200,0,0,0
3424,3,medium,8,13,16200,0,0,0
3425,1,medium,8,13,16300,0,0,0
3426,1,small,4,18,16300,0,0,0
3427,1,medium,9,14,16300,0,0,0
3428,1,small,4,19,16300,0,0,0
3429,1,large,13,5,16300,0,0,0
3430,1,large,16,8,16300,0,0,0
3431,1,large,16,5,16300,0,0,0
3432,2,small,4,15,16300,0,0,0
3433,2,medium,7,13,16300,0,0,0
3434,2,large,16,6,16300,0,0,0
3435,2,medium,8,14,16300,0,0,0
3436,2,medium,9,14,16300,0,0,0
3437,2,large,14,6,16300,0,0,0
3438,3,large,15,7,16300,0,0,0
3439,3,large,12,7,16300,0,0,0
3440,3,small,3,17,16300,0,0,0
3441,3,large,15,7,16300,0,0,0
3442,3,small,4,19,16300,0,0,0
3443,3,large,16,8,16300,0,0,0
3444,1,medium,9,10,16400,0,0,0
3445,1,medium,7,14,16400,0,0,0
3446,1,large,14,6,16400,0,0,0
3447,1,medium,9,12,16400,0,0,0
3448,1,large,12,9,16400,0,0,0
3449,1,medium,8,13,16400,0,0,0
3450,1,large,12,7,16400,0,0,0
3451,1,medium,7,14,16400,0,0,0
3452,2,small,3,16,16400,0,0,0
3453,2,small,4,17,16400,0,0,0
3454,2,large,16,7,16400,0,0,0
3455,2,large,12,5,16400,0,0,0
3456,2,large,12,6,16400,0,0,0
3457,2,large,12,5,16400,0,0,0
3458,2,small,4,17,16400,0,0,0
3459,2,large,12,5,16400,0,0,0
3460,3,large,14,6,16400,0,0,0
3461,3,large,12,5,16400,0,0,0
3462,3,large,13,8,16400,0,0,0
3463,3,medium,9,14,16400,0,0,0
3464,3,small,3,15,16400,0,0,0
3465,3,large,15,9,16400,0,0,0
3466,3,medium,7,12,16400,0,0,0
3467,1,large,16,7,16500,0,0,0
3468,1,small,4,15,16500,0,0,0
3469,1,large,16,9,16500,0,0,0
3470,1,small,3,17,16500,0,0,0
3471,1,medium,9,13,16500,0,0,0
3472,1,large,13,8,16500,0,0,0
3473,2,large,15,7,16500,0,0,0
3474,2,medium,7,12,16500,0,0,0
3475,2,large,15,5,16500,0,0,0
3476,2,large,15,8,16500,0,0,0
3477,2,medium,7,14,16500,0,0,0
3478,2,large,16,6,16500,0,0,0
3479,2,medium,7,14,16500,0,0,0
3480,2,large,15,7,16500,0,0,0
3481,3,small,3,18,16500,0,0,0
3482,3,large,14,8,16500,0,0,0
3483,3,small,4,15,16500,0,0,0
3484,3,small,4,17,16500,0,0,0
3485,3,large,16,9,16500,0,0,0
3486,3,medium,7,12,16500,0,0,0
3487,1,large,12,5,16600,0,0,0
3488,1,small,4,16,16600,0,0,0
3489,1,medium,7,13,16600,0,0,0
3490,1,large,16,9,16600,0,0,0
